,Month_Year,County,Year,Month,State,FIPS_Code,Dosage_Industry,Dosage_Purdue,MME_Industry,MME_Purdue,Volume_Industry,Volume_Purdue
893,2007m10,JACKSON,2007,10,AL,AL071,222800.0,3100.0,1564675.9190000019,208436.25,2060640.0,155000.0
894,2007m10,JEFFERSON,2007,10,AL,AL073,2548795.0,93620.0,17625523.619125344,5557313.85,22957178.000000004,4132600.0
895,2007m10,LAMAR,2007,10,AL,AL075,47900.0,1500.0,299903.00000000006,45721.5,416000.0,34000.0
896,2007m10,LAUDERDALE,2007,10,AL,AL077,335690.0,8400.0,2200343.045000001,623964.0,2990675.0,464000.0
897,2007m10,LAWRENCE,2007,10,AL,AL079,120300.0,1100.0,796653.8375000006,38997.75,1100500.0,29000.0
898,2007m10,LEE,2007,10,AL,AL081,193960.0,1300.0,1247309.2463625027,61858.5,1614183.55,46000.0
899,2007m10,LIMESTONE,2007,10,AL,AL083,202530.0,2500.0,1377985.590862501,194988.75,1797278.55,145000.0
900,2007m10,LOWNDES,2007,10,AL,AL085,4800.0,,35192.0625,,46750.0,
901,2007m10,MACON,2007,10,AL,AL087,27030.0,100.0,178556.71499999997,2689.5,250975.0,2000.0
902,2007m10,MADISON,2007,10,AL,AL089,1442380.0,27000.0,10531509.747762574,1629837.0,13208231.950000001,1212000.0
903,2007m10,MARENGO,2007,10,AL,AL091,59600.0,400.0,349781.4375,34963.5,491500.0,26000.0
904,2007m10,MARION,2007,10,AL,AL093,219550.0,4300.0,1427984.7000000004,180196.5,1986875.0,134000.0
905,2007m10,MARSHALL,2007,10,AL,AL095,388350.0,6500.0,3008255.24149999,399390.75,3726165.0,297000.0
906,2007m10,MOBILE,2007,10,AL,AL097,1524600.0,26000.0,9201796.548537519,1428124.5,13299849.85,1062000.0
907,2007m10,MONROE,2007,10,AL,AL099,60040.0,1200.0,432939.3074999999,67237.5,568800.0,50000.0
908,2007m10,MONTGOMERY,2007,10,AL,AL101,659560.0,8000.0,4660896.24122497,406114.5,6007877.1,302000.0
909,2007m10,MORGAN,2007,10,AL,AL103,513250.0,8800.0,3941086.6704999865,459904.5,4943480.0,342000.0
910,2007m10,PERRY,2007,10,AL,AL105,11800.0,600.0,66198.65000000002,29584.5,92250.0,22000.0
911,2007m10,PICKENS,2007,10,AL,AL107,43930.0,1700.0,311894.77749999997,73961.25,399475.0,55000.0
912,2007m10,PIKE,2007,10,AL,AL109,92560.0,1000.0,558270.6675000001,69927.0,791450.0,52000.0
913,2007m10,RANDOLPH,2007,10,AL,AL111,68930.0,1400.0,438048.8774999998,75306.0,597475.0,56000.0
914,2007m10,RUSSELL,2007,10,AL,AL113,200400.0,1700.0,1239373.8562250012,134475.0,1659502.1,100000.0
915,2007m10,SHELBY,2007,10,AL,AL117,593102.0,27800.0,5295998.099949975,1728003.75,6046974.199999999,1285000.0
916,2007m10,SUMTER,2007,10,AL,AL119,20160.0,,127606.34250000001,,171700.0,
917,2007m10,TALLADEGA,2007,10,AL,AL121,337920.0,5600.0,2163694.5899999985,290466.0,2980350.0,216000.0
918,2007m10,TALLAPOOSA,2007,10,AL,AL123,105930.0,1800.0,670638.3275000008,73961.25,907475.0,55000.0
919,2007m10,TUSCALOOSA,2007,10,AL,AL125,514860.0,15100.0,2990520.6443999894,999149.25,4140253.4,743000.0
920,2007m10,WALKER,2007,10,AL,AL127,666020.0,46700.0,4663230.064999984,2506614.0,6228075.0,1864000.0
921,2007m10,WASHINGTON,2007,10,AL,AL129,11200.0,100.0,78653.55,5379.0,98000.0,4000.0
922,2007m10,WILCOX,2007,10,AL,AL131,11800.0,300.0,57435.791362500015,10758.0,84733.55,8000.0
923,2007m10,WINSTON,2007,10,AL,AL133,144860.0,4800.0,944186.6175000009,219194.25,1301200.0,163000.0
924,2007m11,AUTAUGA,2007,11,AL,AL001,214020.0,1600.0,1634162.0205000022,63203.25,2010280.0,47000.0
925,2007m11,BALDWIN,2007,11,AL,AL003,713010.0,8000.0,4762710.741174974,490833.75,6378506.3,365000.0
926,2007m11,BARBOUR,2007,11,AL,AL005,82460.0,1220.0,533061.1800000002,69389.1,706950.0,51600.0
927,2007m11,BIBB,2007,11,AL,AL007,75090.0,2900.0,489050.1949999997,126406.5,666675.0,94000.0
928,2007m11,BLOUNT,2007,11,AL,AL009,118800.0,2900.0,785912.3125000005,127751.25,1058500.0,95000.0
929,2007m11,BULLOCK,2007,11,AL,AL011,10040.0,,55548.540000000015,,77100.0,
930,2007m11,BUTLER,2007,11,AL,AL013,70200.0,900.0,377799.5999999999,45721.5,583750.0,34000.0
931,2007m11,CALHOUN,2007,11,AL,AL015,511170.0,11000.0,3988405.794087484,723475.5,5010325.65,538000.0
932,2007m11,CHAMBERS,2007,11,AL,AL017,111550.0,3900.0,778439.7500000007,270294.75,1014625.0,201000.0
933,2007m11,CHEROKEE,2007,11,AL,AL019,114360.0,1800.0,967774.3390875013,99511.5,1137300.65,74000.0
934,2007m11,CHILTON,2007,11,AL,AL021,150520.0,4200.0,1044799.4802250012,184230.75,1376867.1,137000.0
935,2007m11,CHOCTAW,2007,11,AL,AL023,52130.0,1200.0,315814.30636249983,80685.0,454208.55,60000.0
936,2007m11,CLARKE,2007,11,AL,AL025,90000.0,1100.0,475342.025,43032.0,755250.0,32000.0
937,2007m11,CLAY,2007,11,AL,AL027,52600.0,1300.0,336230.88749999995,67237.5,447000.0,50000.0
938,2007m11,CLEBURNE,2007,11,AL,AL029,23200.0,,173367.33749999997,,225000.0,
939,2007m11,COFFEE,2007,11,AL,AL031,142800.0,400.0,954494.4735000005,18826.5,1230285.0,14000.0
940,2007m11,COLBERT,2007,11,AL,AL033,349900.0,11800.0,2231913.6490874994,757094.25,3106950.6500000004,563000.0
941,2007m11,CONECUH,2007,11,AL,AL035,54700.0,3100.0,331119.2624999999,147922.5,510000.0,110000.0
942,2007m11,COOSA,2007,11,AL,AL037,13600.0,,67298.47500000003,,107500.0,
943,2007m11,COVINGTON,2007,11,AL,AL039,186130.0,800.0,1164059.1620000012,52445.25,1640295.0,39000.0
944,2007m11,CRENSHAW,2007,11,AL,AL041,29080.0,200.0,177170.8649999999,4034.25,252350.0,3000.0
945,2007m11,CULLMAN,2007,11,AL,AL043,377920.0,6100.0,2596718.2638624976,239365.5,3493633.55,178000.0
946,2007m11,DALE,2007,11,AL,AL045,94430.0,1300.0,723509.9385000004,69927.0,896510.0,52000.0
947,2007m11,DALLAS,2007,11,AL,AL047,116490.0,5600.0,762651.767000001,297189.75,1015245.0,221000.0
948,2007m11,DE KALB,2007,11,AL,AL049,250720.0,3600.0,1713051.0388625003,251468.25,2273633.55,187000.0
949,2007m11,ELMORE,2007,11,AL,AL051,211090.0,2000.0,1409535.0113625017,114303.75,1932408.55,85000.0
950,2007m11,ESCAMBIA,2007,11,AL,AL053,136130.0,2800.0,944824.6667250013,129096.0,1252082.1,96000.0
951,2007m11,ETOWAH,2007,11,AL,AL055,456300.0,14700.0,5987140.51572499,883500.75,5969072.1,657000.0
952,2007m11,FAYETTE,2007,11,AL,AL057,50500.0,2200.0,272527.3749999998,115648.5,409250.0,86000.0
953,2007m11,FRANKLIN,2007,11,AL,AL059,187200.0,6000.0,1174679.9038625,380564.25,1642983.55,283000.0
954,2007m11,GENEVA,2007,11,AL,AL061,75570.0,400.0,518473.14750000014,32274.0,680775.0,24000.0
955,2007m11,GREENE,2007,11,AL,AL063,10300.0,,46950.67500000002,,74500.0,
956,2007m11,HALE,2007,11,AL,AL065,35300.0,,238857.7115874999,,310950.65,
957,2007m11,HENRY,2007,11,AL,AL067,35700.0,,221567.55,,312250.0,
958,2007m11,HOUSTON,2007,11,AL,AL069,445550.0,7500.0,2997611.521362488,392667.0,3911033.55,292000.0
959,2007m11,JACKSON,2007,11,AL,AL071,262000.0,4000.0,1946234.1125000007,238020.75,2528250.0,177000.0
960,2007m11,JEFFERSON,2007,11,AL,AL073,2380590.0,89180.0,16870855.033837873,5091223.5,21723846.650000002,3786000.0
961,2007m11,LAMAR,2007,11,AL,AL075,64500.0,1400.0,367015.6537500001,33618.75,525035.0,25000.0
962,2007m11,LAUDERDALE,2007,11,AL,AL077,330710.0,6600.0,2221833.7879999997,472007.25,2962180.0,351000.0
963,2007m11,LAWRENCE,2007,11,AL,AL079,140100.0,1000.0,972125.1288625012,38997.75,1310233.55,29000.0
964,2007m11,LEE,2007,11,AL,AL081,169160.0,1400.0,1071789.9785000023,87408.75,1386485.0,65000.0
965,2007m11,LIMESTONE,2007,11,AL,AL083,197450.0,2900.0,1306364.4970000002,211125.75,1762695.0,157000.0
966,2007m11,LOWNDES,2007,11,AL,AL085,6400.0,,40573.95,,57250.0,
967,2007m11,MACON,2007,11,AL,AL087,27700.0,400.0,167947.79999999993,34963.5,242000.0,26000.0
968,2007m11,MADISON,2007,11,AL,AL089,1346640.0,31100.0,10422275.955400044,1723969.5,12679713.400000002,1282000.0
969,2007m11,MARENGO,2007,11,AL,AL091,57100.0,600.0,313041.8663625,16137.0,457483.55,12000.0
970,2007m11,MARION,2007,11,AL,AL093,169150.0,4100.0,1147520.9000000008,161370.0,1533375.0,120000.0
971,2007m11,MARSHALL,2007,11,AL,AL095,444950.0,6900.0,3130427.5228624954,381909.0,4084748.55,284000.0
972,2007m11,MOBILE,2007,11,AL,AL097,1481240.0,24540.0,8981943.624900023,1537856.1,12930128.4,1143600.0
973,2007m11,MONROE,2007,11,AL,AL099,60800.0,800.0,484934.35,40342.5,610500.0,30000.0
974,2007m11,MONTGOMERY,2007,11,AL,AL101,601560.0,7300.0,4129489.0393624706,407459.25,5413638.55,303000.0
975,2007m11,MORGAN,2007,11,AL,AL103,554670.0,8900.0,4232741.309999987,426285.75,5356525.0,317000.0
976,2007m11,PERRY,2007,11,AL,AL105,13530.0,400.0,89735.7525,18826.5,113725.0,14000.0
977,2007m11,PICKENS,2007,11,AL,AL107,40090.0,1000.0,236604.46999999988,41687.25,333425.0,31000.0
978,2007m11,PIKE,2007,11,AL,AL109,89900.0,1000.0,538789.725,77995.5,753500.0,58000.0
979,2007m11,RANDOLPH,2007,11,AL,AL111,70720.0,700.0,377752.9474999998,26895.0,574400.0,20000.0
980,2007m11,RUSSELL,2007,11,AL,AL113,192800.0,1600.0,1235391.5235000022,138509.25,1600285.0,103000.0
981,2007m11,SHELBY,2007,11,AL,AL117,532750.0,26200.0,4986998.552449973,1616389.5,5527679.2,1202000.0
982,2007m11,SUMTER,2007,11,AL,AL119,12590.0,,84308.5325,,108425.0,
983,2007m11,TALLADEGA,2007,11,AL,AL121,328230.0,5600.0,2166624.32,329463.75,2931925.0,245000.0
984,2007m11,TALLAPOOSA,2007,11,AL,AL123,92800.0,1600.0,648305.2109999999,76650.75,844285.0,57000.0
985,2007m11,TUSCALOOSA,2007,11,AL,AL125,489930.0,15200.0,3234656.5702249864,1015286.25,4202592.1,755000.0
986,2007m11,WALKER,2007,11,AL,AL127,669570.0,43400.0,4670153.3673124835,2337175.5,6214222.749999999,1738000.0
987,2007m11,WASHINGTON,2007,11,AL,AL129,10800.0,200.0,90386.88749999998,8068.5,108000.0,6000.0
988,2007m11,WILCOX,2007,11,AL,AL131,9800.0,400.0,51523.20000000001,18826.5,79000.0,14000.0
989,2007m11,WINSTON,2007,11,AL,AL133,139190.0,3700.0,921838.3950000013,194988.75,1266675.0,145000.0
990,2007m12,AUTAUGA,2007,12,AL,AL001,218720.0,1700.0,1545183.8664500022,84719.25,1960294.2000000002,63000.0
991,2007m12,BALDWIN,2007,12,AL,AL003,642770.0,9000.0,4297035.018762479,571518.75,5764966.949999999,425000.0
992,2007m12,BARBOUR,2007,12,AL,AL005,78390.0,920.0,463853.6738624999,45183.600000000006,658408.55,33600.0
993,2007m12,BIBB,2007,12,AL,AL007,72450.0,3200.0,439079.99999999994,160025.25,630625.0,119000.0
994,2007m12,BLOUNT,2007,12,AL,AL009,104200.0,3200.0,645696.1500000003,166749.0,899250.0,124000.0
995,2007m12,BULLOCK,2007,12,AL,AL011,12460.0,100.0,70801.99500000001,1344.75,96800.0,1000.0
996,2007m12,BUTLER,2007,12,AL,AL013,79200.0,1100.0,439641.1624999998,45721.5,663000.0,34000.0
997,2007m12,CALHOUN,2007,12,AL,AL015,527580.0,10540.0,4112771.4402249777,718365.45,5190242.1,534200.0
998,2007m12,CHAMBERS,2007,12,AL,AL017,112320.0,4900.0,847767.2100000002,320050.5,1081900.0,238000.0
999,2007m12,CHEROKEE,2007,12,AL,AL019,123860.0,1400.0,1002942.0563625004,99511.5,1217333.55,74000.0
1000,2007m12,CHILTON,2007,12,AL,AL021,139780.0,4300.0,1060172.4090000011,255502.5,1334490.0,190000.0
1001,2007m12,CHOCTAW,2007,12,AL,AL023,51560.0,1400.0,285792.3963624998,100856.25,428433.55,75000.0
1002,2007m12,CLARKE,2007,12,AL,AL025,85000.0,500.0,485018.73449999985,32274.0,729320.0,24000.0
1003,2007m12,CLAY,2007,12,AL,AL027,47500.0,800.0,259780.98749999996,59169.0,388500.0,44000.0
1004,2007m12,CLEBURNE,2007,12,AL,AL029,23930.0,,169337.97749999998,,228725.0,
1005,2007m12,COFFEE,2007,12,AL,AL031,174300.0,1300.0,1070076.8110000007,51100.5,1494785.0,38000.0
1006,2007m12,COLBERT,2007,12,AL,AL033,322130.0,11500.0,2051543.3477249998,758439.0,2877692.0999999996,564000.0
1007,2007m12,CONECUH,2007,12,AL,AL035,63700.0,2700.0,400608.0345000002,114303.75,608820.0,85000.0
1008,2007m12,COOSA,2007,12,AL,AL037,11200.0,100.0,58755.90000000004,5379.0,94000.0,4000.0
1009,2007m12,COVINGTON,2007,12,AL,AL039,153530.0,900.0,938610.476000001,48411.0,1320760.0,36000.0
1010,2007m12,CRENSHAW,2007,12,AL,AL041,49410.0,100.0,282001.4549999999,2689.5,412075.0,2000.0
1011,2007m12,CULLMAN,2007,12,AL,AL043,453240.0,7400.0,3105647.6449999907,344256.0,4184050.0,256000.0
1012,2007m12,DALE,2007,12,AL,AL045,156190.0,1500.0,1006146.0530000007,91443.0,1404280.0,68000.0
1013,2007m12,DALLAS,2007,12,AL,AL047,133780.0,6300.0,795856.6385000009,389977.5,1106385.0,290000.0
1014,2007m12,DE KALB,2007,12,AL,AL049,217770.0,3500.0,1541886.1879499995,236676.0,1999209.2000000002,176000.0
1015,2007m12,ELMORE,2007,12,AL,AL051,216620.0,2300.0,1408855.4379500025,123717.0,1945084.2,92000.0
1016,2007m12,ESCAMBIA,2007,12,AL,AL053,133040.0,1700.0,864888.7890000008,77995.5,1198690.0,58000.0
1017,2007m12,ETOWAH,2007,12,AL,AL055,642820.0,18500.0,7060052.392812498,1159174.5,7614152.75,862000.0
1018,2007m12,FAYETTE,2007,12,AL,AL057,46400.0,1900.0,272268.9999999999,65892.75,396000.0,49000.0
1019,2007m12,FRANKLIN,2007,12,AL,AL059,205030.0,5800.0,1202928.109000002,391322.25,1765615.0,291000.0
1020,2007m12,GENEVA,2007,12,AL,AL061,76690.0,300.0,550677.02,10758.0,720925.0,8000.0
1021,2007m12,GREENE,2007,12,AL,AL063,6230.0,,30237.465000000004,,48725.0,
1022,2007m12,HALE,2007,12,AL,AL065,28200.0,200.0,164518.29999999996,2689.5,240000.0,2000.0
1023,2007m12,HENRY,2007,12,AL,AL067,37200.0,100.0,236062.34999999998,10758.0,333750.0,8000.0
1024,2007m12,HOUSTON,2007,12,AL,AL069,369490.0,7400.0,2468729.9359999956,411493.5,3153135.0,306000.0
1025,2007m12,JACKSON,2007,12,AL,AL071,265200.0,2600.0,1735635.5375,164059.5,2422000.0,122000.0
1026,2007m12,JEFFERSON,2007,12,AL,AL073,2445550.0,85900.0,17153146.020300314,5194769.25,22396696.8,3863000.0
1027,2007m12,LAMAR,2007,12,AL,AL075,37500.0,1000.0,217786.96249999997,41687.25,314250.0,31000.0
1028,2007m12,LAUDERDALE,2007,12,AL,AL077,333320.0,7100.0,2135578.3975000014,506970.75,2947150.0,377000.0
1029,2007m12,LAWRENCE,2007,12,AL,AL079,112600.0,800.0,878644.5500000003,30929.25,1115500.0,23000.0
1030,2007m12,LEE,2007,12,AL,AL081,178360.0,1900.0,1072596.433862503,98166.75,1417683.55,73000.0
1031,2007m12,LIMESTONE,2007,12,AL,AL083,201120.0,2400.0,1361504.6225000003,182886.0,1838900.0,136000.0
1032,2007m12,LOWNDES,2007,12,AL,AL085,6900.0,,33818.024999999994,,55250.0,
1033,2007m12,MACON,2007,12,AL,AL087,26700.0,,160668.30000000002,,234250.0,
1034,2007m12,MADISON,2007,12,AL,AL089,1274660.0,28540.0,9128377.72031252,1669103.7,11563352.75,1241200.0
1035,2007m12,MARENGO,2007,12,AL,AL091,51400.0,1000.0,274752.34522500006,43032.0,408217.1,32000.0
1036,2007m12,MARION,2007,12,AL,AL093,234450.0,3600.0,1555930.6499999997,181541.25,2170125.0,135000.0
1037,2007m12,MARSHALL,2007,12,AL,AL095,406220.0,5000.0,2915519.7408624915,295845.0,3779878.55,220000.0
1038,2007m12,MOBILE,2007,12,AL,AL097,1578654.0,23120.0,9663892.303035047,1358735.4,13929082.1,1010400.0
1039,2007m12,MONROE,2007,12,AL,AL099,55760.0,1800.0,349717.2425,86064.0,499200.0,64000.0
1040,2007m12,MONTGOMERY,2007,12,AL,AL101,608600.0,8300.0,4459069.654999972,454525.5,5706175.0,338000.0
1041,2007m12,MORGAN,2007,12,AL,AL103,515640.0,8300.0,3978735.8059999845,394011.75,5002585.0,293000.0
1042,2007m12,PERRY,2007,12,AL,AL105,9600.0,400.0,74145.75000000001,20171.25,89500.0,15000.0
1043,2007m12,PICKENS,2007,12,AL,AL107,41360.0,1100.0,287534.01749999984,56479.5,367700.0,42000.0
1044,2007m12,PIKE,2007,12,AL,AL109,80230.0,1000.0,499441.9759999998,55134.75,694760.0,41000.0
1045,2007m12,RANDOLPH,2007,12,AL,AL111,56600.0,1500.0,340039.1249999997,68582.25,470000.0,51000.0
1046,2007m12,RUSSELL,2007,12,AL,AL113,191800.0,2200.0,1259589.300862502,151956.75,1620303.55,113000.0
1047,2007m12,SHELBY,2007,12,AL,AL117,546868.0,26900.0,4539538.131449983,1668834.75,5387454.199999999,1241000.0
1048,2007m12,SUMTER,2007,12,AL,AL119,19860.0,100.0,198757.49250000002,10758.0,218700.0,8000.0
1049,2007m12,TALLADEGA,2007,12,AL,AL121,312200.0,4900.0,1967101.9865874995,287776.5,2731200.65,214000.0
1050,2007m12,TALLAPOOSA,2007,12,AL,AL123,93000.0,2300.0,662791.5023625004,87408.75,858768.55,65000.0
1051,2007m12,TUSCALOOSA,2007,12,AL,AL125,476540.0,16600.0,2764894.4516249937,1128245.25,3833840.4999999995,839000.0
1052,2007m12,WALKER,2007,12,AL,AL127,636270.0,41900.0,4196672.256624984,2356002.0,5818715.5,1752000.0
1053,2007m12,WASHINGTON,2007,12,AL,AL129,10200.0,,51451.65386250001,,80733.55,
1054,2007m12,WILCOX,2007,12,AL,AL131,8800.0,500.0,46747.125000000015,18826.5,70500.0,14000.0
1055,2007m12,WINSTON,2007,12,AL,AL133,142190.0,3800.0,826603.0200000011,205746.75,1209425.0,153000.0
1056,2007m2,AUTAUGA,2007,2,AL,AL001,186840.0,700.0,1273189.6988625021,20171.25,1663033.55,15000.0
1057,2007m2,BALDWIN,2007,2,AL,AL003,545700.0,9700.0,3828206.9867124828,665651.25,4974601.149999999,495000.0
1058,2007m2,BARBOUR,2007,2,AL,AL005,64260.0,400.0,400690.95499999996,18826.5,548700.0,14000.0
1059,2007m2,BIBB,2007,2,AL,AL007,55190.0,1200.0,412674.6824999998,65892.75,516925.0,49000.0
1060,2007m2,BLOUNT,2007,2,AL,AL009,75560.0,3600.0,648219.0252250005,205746.75,746667.1,153000.0
1061,2007m2,BULLOCK,2007,2,AL,AL011,9380.0,,48429.208500000015,,67435.0,
1062,2007m2,BUTLER,2007,2,AL,AL013,56230.0,400.0,305157.7727249998,13447.5,457692.1,10000.0
1063,2007m2,CALHOUN,2007,2,AL,AL015,450110.0,5800.0,3563585.726362479,450491.25,4465008.55,335000.0
1064,2007m2,CHAMBERS,2007,2,AL,AL017,94630.0,2100.0,860748.9250000012,158680.5,994875.0,118000.0
1065,2007m2,CHEROKEE,2007,2,AL,AL019,96750.0,1100.0,835101.7875000007,77995.5,982125.0,58000.0
1066,2007m2,CHILTON,2007,2,AL,AL021,115150.0,2700.0,1024480.848725001,135819.75,1198552.1,101000.0
1067,2007m2,CHOCTAW,2007,2,AL,AL023,46590.0,1000.0,284361.62772499997,77995.5,394642.1,58000.0
1068,2007m2,CLARKE,2007,2,AL,AL025,72470.0,700.0,422540.16949999984,30929.25,619845.0,23000.0
1069,2007m2,CLAY,2007,2,AL,AL027,33850.0,400.0,268316.62499999994,9413.25,333125.0,7000.0
1070,2007m2,CLEBURNE,2007,2,AL,AL029,20800.0,100.0,137273.47499999998,5379.0,189500.0,4000.0
1071,2007m2,COFFEE,2007,2,AL,AL031,111630.0,800.0,668392.4025000004,20171.25,921475.0,15000.0
1072,2007m2,COLBERT,2007,2,AL,AL033,301870.0,4700.0,2384875.9850000003,316016.25,3009025.0,235000.0
1073,2007m2,CONECUH,2007,2,AL,AL035,51320.0,1400.0,321637.4099999999,68582.25,485400.0,51000.0
1074,2007m2,COOSA,2007,2,AL,AL037,11760.0,200.0,60306.18000000002,21516.0,95950.0,16000.0
1075,2007m2,COVINGTON,2007,2,AL,AL039,145790.0,400.0,973439.3795000014,24205.5,1311995.0,18000.0
1076,2007m2,CRENSHAW,2007,2,AL,AL041,26380.0,100.0,168675.16499999995,2689.5,231600.0,2000.0
1077,2007m2,CULLMAN,2007,2,AL,AL043,301380.0,1600.0,2280333.764999999,71271.75,2891850.0,53000.0
1078,2007m2,DALE,2007,2,AL,AL045,70020.0,2100.0,537811.792725,115648.5,648867.1,86000.0
1079,2007m2,DALLAS,2007,2,AL,AL047,92940.0,4300.0,651718.3450000001,223228.5,815300.0,166000.0
1080,2007m2,DE KALB,2007,2,AL,AL049,192290.0,800.0,1402754.461362501,52445.25,1812158.55,39000.0
1081,2007m2,ELMORE,2007,2,AL,AL051,176180.0,1300.0,1230161.3775000025,80685.0,1635350.0,60000.0
1082,2007m2,ESCAMBIA,2007,2,AL,AL053,115090.0,2300.0,800483.1080000008,103545.75,1075205.0,77000.0
1083,2007m2,ETOWAH,2007,2,AL,AL055,387880.0,9200.0,4963017.572812491,644135.25,4999777.75,479000.0
1084,2007m2,FAYETTE,2007,2,AL,AL057,40900.0,900.0,249135.97499999992,48411.0,334500.0,36000.0
1085,2007m2,FRANKLIN,2007,2,AL,AL059,167530.0,1300.0,1108848.4450000012,52445.25,1496150.0,39000.0
1086,2007m2,GENEVA,2007,2,AL,AL061,65920.0,300.0,472944.18500000023,13447.5,611150.0,10000.0
1087,2007m2,GREENE,2007,2,AL,AL063,4890.0,,24656.420000000002,,37675.0,
1088,2007m2,HALE,2007,2,AL,AL065,24690.0,,204436.02,,247925.0,
1089,2007m2,HENRY,2007,2,AL,AL067,31760.0,,209896.6425,,285950.0,
1090,2007m2,HOUSTON,2007,2,AL,AL069,287840.0,3600.0,2001396.7529999996,193644.0,2516655.0,144000.0
1091,2007m2,JACKSON,2007,2,AL,AL071,170260.0,2800.0,1292888.2174999996,161370.0,1651950.0,120000.0
1092,2007m2,JEFFERSON,2007,2,AL,AL073,1956460.0,44700.0,15635330.99538777,2575196.25,18808732.450000003,1915000.0
1093,2007m2,LAMAR,2007,2,AL,AL075,22960.0,100.0,252087.45022499992,1344.75,267667.1,1000.0
1094,2007m2,LAUDERDALE,2007,2,AL,AL077,274970.0,3600.0,2228064.9805000005,239365.5,2740880.0,178000.0
1095,2007m2,LAWRENCE,2007,2,AL,AL079,70620.0,900.0,546317.3849999999,28239.75,700900.0,21000.0
1096,2007m2,LEE,2007,2,AL,AL081,164590.0,1000.0,1120565.983500002,49755.75,1414810.0,37000.0
1097,2007m2,LIMESTONE,2007,2,AL,AL083,174160.0,4000.0,1222824.8160000008,212470.5,1601985.0,158000.0
1098,2007m2,LOWNDES,2007,2,AL,AL085,2500.0,,12107.7375,,19000.0,
1099,2007m2,MACON,2007,2,AL,AL087,23200.0,200.0,179075.17886249998,12102.75,224983.55,9000.0
1100,2007m2,MADISON,2007,2,AL,AL089,913300.0,9700.0,7439771.960537474,568829.25,8746569.85,423000.0
1101,2007m2,MARENGO,2007,2,AL,AL091,58300.0,700.0,326615.557725,43032.0,492467.1,32000.0
1102,2007m2,MARION,2007,2,AL,AL093,119400.0,3100.0,999783.6875000014,90098.25,1196750.0,67000.0
1103,2007m2,MARSHALL,2007,2,AL,AL095,339350.0,5000.0,2696211.2049999963,325429.5,3333575.0,242000.0
1104,2007m2,MOBILE,2007,2,AL,AL097,1223026.0,16500.0,7902963.363224997,922498.5,11028892.100000001,686000.0
1105,2007m2,MONROE,2007,2,AL,AL099,49080.0,600.0,344701.4399999998,28239.75,464350.0,21000.0
1106,2007m2,MONTGOMERY,2007,2,AL,AL101,510180.0,6700.0,3608213.0559999817,364427.25,4631810.0,271000.0
1107,2007m2,MORGAN,2007,2,AL,AL103,423500.0,3300.0,3343396.2524999953,161370.0,4150600.0,120000.0
1108,2007m2,PERRY,2007,2,AL,AL105,12700.0,500.0,86671.6875,24205.5,105000.0,18000.0
1109,2007m2,PICKENS,2007,2,AL,AL107,28950.0,1000.0,174593.39999999985,47066.25,241375.0,35000.0
1110,2007m2,PIKE,2007,2,AL,AL109,72520.0,700.0,438448.2600000002,56479.5,613900.0,42000.0
1111,2007m2,RANDOLPH,2007,2,AL,AL111,58740.0,100.0,322680.94499999983,5379.0,476050.0,4000.0
1112,2007m2,RUSSELL,2007,2,AL,AL113,172790.0,1600.0,1044453.2310000017,116993.25,1412210.0,87000.0
1113,2007m2,SHELBY,2007,2,AL,AL117,444680.0,23500.0,4727364.94881248,1523601.75,5015412.75,1133000.0
1114,2007m2,SUMTER,2007,2,AL,AL119,13730.0,,93315.9525,,115975.0,
1115,2007m2,TALLADEGA,2007,2,AL,AL121,274550.0,3600.0,1769103.983862501,209781.0,2399308.55,156000.0
1116,2007m2,TALLAPOOSA,2007,2,AL,AL123,66860.0,700.0,469227.8114999998,22860.75,604840.0,17000.0
1117,2007m2,TUSCALOOSA,2007,2,AL,AL125,453800.0,7900.0,2784409.9873624938,459904.5,3705668.55,342000.0
1118,2007m2,WALKER,2007,2,AL,AL127,447220.0,15600.0,4305371.074537485,788023.5,4861284.85,586000.0
1119,2007m2,WASHINGTON,2007,2,AL,AL129,7800.0,200.0,56376.075000000004,8068.5,71750.0,6000.0
1120,2007m2,WILCOX,2007,2,AL,AL131,8960.0,400.0,46884.217500000006,8068.5,69200.0,6000.0
1121,2007m2,WINSTON,2007,2,AL,AL133,134830.0,2500.0,859808.2775000008,116993.25,1183975.0,87000.0
1122,2007m3,AUTAUGA,2007,3,AL,AL001,193290.0,1600.0,1587542.3512250008,57824.25,1864427.1,43000.0
1123,2007m3,BALDWIN,2007,3,AL,AL003,595910.0,8900.0,4145922.7244874756,627998.25,5404864.049999999,467000.0
1124,2007m3,BARBOUR,2007,3,AL,AL005,82060.0,760.0,491906.3704499996,38728.8,675384.2,28800.0
1125,2007m3,BIBB,2007,3,AL,AL007,69770.0,3200.0,434268.4725,134475.0,607025.0,100000.0
1126,2007m3,BLOUNT,2007,3,AL,AL009,85500.0,800.0,511801.2538624999,30929.25,725733.55,23000.0
1127,2007m3,BULLOCK,2007,3,AL,AL011,13180.0,,62276.47250000002,,98900.0,
1128,2007m3,BUTLER,2007,3,AL,AL013,68200.0,700.0,353961.5124999999,28239.75,560250.0,21000.0
1129,2007m3,CALHOUN,2007,3,AL,AL015,532090.0,8500.0,4133563.6594499694,563450.25,5232924.199999999,419000.0
